student_id,ability
0,-0.582956075668335
1,-0.4461243748664856
2,-0.5548864006996155
3,-0.3145001530647278
4,-1.8446745872497559
5,-0.549304723739624
6,-1.4610075950622559
7,-0.6382972002029419
8,-0.6905125975608826
9,-1.0604283809661865
10,-1.6511437892913818
11,-0.7563198208808899
